38사기동대,마진석,좋은 집에 살고 좋은 차를 타면서도 세금 한 푼 내지 않는 악덕 고액 체납자. 세금징수 공무원 백성일과는 악연이 깊은 사이이다.
38사기동대,왕회장,본명은 김창수. 상진그룹 회장으로 교도소에서 만나게 된 양정도와의 인연으로 38 사기동대를 돕게 된다.
38사기동대,방호석,방필규의 아들. 아버지의 돈과 권력을 등에 업고 자신의 갑질을 당연히 여기는 파파보이.
38사기동대,노덕기,마진석의 부동산 선생.
38사기동대,김민식,백성일의 서원시청 세무 공무원 선배.
38사기동대,백지은,백성일의 딸.
38사기동대,방미나,방필규의 딸.
38사기동대,조상진,최철우의 돈 관리인.
38사기동대,차명수,극진건설 사장.
SKY 캐슬,한서진,"전직 교사 출신 전업주부. 모나코 왕비였던 그레이스 켈리보다 더 진주목걸이가 잘 어울린다. 우아하고 기품이 넘친다. 범접할 수 없는 아우라가 ‘황실의 왕비’ 못지않다. 시드니 모기지 전문 뱅크 은행장인 아버지에 명문가 출신의 어머니 사이에서 1남 1녀의 외동딸로 태어났다. 11살에 호주로 이민, 시드니대학 교육학과를 졸업 후, 강준상을 만나 열애 끝에 결혼했다고 알려져 있다."
SKY 캐슬,강준상,"한서진의 남편. 학창시절 내내 전교 1등, 학력고사 전국 수석 타이틀에 서울의대 졸업까지. 게다가 대한의협 회장직을 연임했던 의사 아버지와 명문 여대에서 피아노를 전공한 어머니 사이에서 외동아들로 태어난 금수저이다 보니, 천상천하 유아독존! 자신은 늘 옳다는 자만심, 자부심이 똬리를 틀고 있다. 그의 목표는 오직 하나! 척추센터장이 되고 기획조정실장이 되고 마침내 주남대 병원장이 되는 것이다."
SKY 캐슬,이수임,"청바지에 밀짚모자가 근사하게 어울리는 여자다. 소탈, 수수, 소박, 그 자체다. 꽃과 나무를 사랑해 사시사철 손수 가꾸다 보니 손톱 밑의 흙 때는 기본. 입맛 또한 토종이라 싱싱한 선지로 선짓국을 맛깔나게 끓여 낼 줄도 안다. 직접 기른 무공해 채소에 된장찌개 하나면 고봉밥도 뚝딱, 함께 있으면 덩달아 입맛 돌고 살 맛 나는, 싱그러운 여자다."
SKY 캐슬,황치영,"이수임의 남편. 12살 때 부모님이 돌아가시고 시청 사회과의 소개로 보육원에서 자란 흙수저다. 책값을 벌기 위해 이발소 보조, 신문 배달, 닥치는 대로 일하면서도 원장님(이수임의 부모)의 극진한 사랑 속에서 죽어라 공부에 몰두, 지방 의대를 장학금으로 입학한 수재다. 그럼에도 휴학을 반복할 정도로 가난은 참 그를 어지간히도 괴롭혀댔는데. 콩 한 쪽도 나누고 쪼개서 남들과 나눠 먹을 줄 아는 공감 능력 탁월한 휴머니스트이기 때문일까?"
SKY 캐슬,노승혜,"박사과정 수료한 전업주부. 보헤미안 시크 스타일을 즐겨 입는다. 모던한 칼라의 블라우스에 바람에 흩날리는 하늘하늘한 롱스커트 속에 언제 터질지 모를 폭탄을 감추고 있는 여자다. 육군참모총장에 여당 국회의원까지 지낸 아버지 밑에서 수건 한 장도 각 잡아 걸어야 했던 생활에 순응하며 살았던 ‘얌전한’ 모범생이었다. 때문에 다혈질인 아버지 밑에서 얌전히, 순종적으로, 튀지 않고 살아온 그녀의 내면 깊숙이 용암이 들끓는다는 건 아무도 모른다."
SKY 캐슬,차민혁,"노승혜의 남편. 야망의 화신이다. 어릴 때부터 남다른 승부욕으로 공부에 올인. 사법시험 최연소 합격 후, 정치인으로 출세하고픈 욕망으로 검사가 된 인물. 빠른 두뇌 회전과 독선, 극단적인 이기주의를 가슴속에 감춘 채, 겉으로는 정의, 행복, 가치의 소중함을 입에 달고 사는 달변가다. 세탁소집 아들이 출세하기 위해선 사성장군쯤은 장인으로 둬야 할 터. 때문에 치밀한 계산 끝에 장군의 딸과 결혼했다."
SKY 캐슬,진진희,"전업주부. 화려한 액세서리, 원색의 비비드 컬러의 파티 웨어가 너무도 잘 어울린다. 정열적이고 섹시하면서도 러블리하고 큐티한 면을 동시에 갖고 있는 탁구공처럼 통통 튀는 여자다. 그 주체할 수 없는 끼로 공부는 뒷전, 강남 일대를 주름잡던 일진 짱의 애인이었다는 소문은 믿거나 말거나. 팩트는 패리스 힐튼 보다 더한 셀럽이 되겠다는 목표로 방송연예과를 졸업, 한때 단역배우로 활동했다는 것이다."
SKY 캐슬,우양우,"진진희의 남편. 위로 누나가 넷에 아버지가 환갑에 어머니가 쉰에 얻은 늦둥이 아들이다 보니 뭐, 긴 설명은 생략해도 아실 터. 게다가 공부까지 잘했으니 평생 우쭈쭈 떠받들려 살아온 나이 먹은 철부지다. 외래진료나 하며 오십견에 시달리는 중년 여자들과 수다나 떨고 싶은 맘이 굴뚝, 아무리 봐도 자신은 유전자가 ‘아줌마’로 세팅된 남자인데."
SKY 캐슬,김주영,"대치동 엄마들도 모르는 극소수 아는 사람들만 아는 탑급 입시 코디네이터. 서울대 입학사정관 출신에 성공률 백 프로, 베테랑 전문가들로 꾸려진 전투력과 수십억을 호가하는 몸값으로 유명하지만 원한다고 그녀를 고용할 수 없다. 서류와 면접을 통해 그녀에게 간택되어야만 자녀 관리를 맡길 수 있다. 학종 대비 내신관리는 물론 자동봉진(자율, 동아리, 봉사, 진로 활동)에 교우 관계, 심리, 건강, 수면 스타일까지."
SKY 캐슬,윤여사,"한서진의 시어머니. 명문 여대에서 피아노를 전공한 대치동 돼지엄마의 원조쯤 되시겠다. 사교육이 법으로 금지되었던 80년대. 하루 스물네 시간을 아들 관리에 투자하며 남다른 교육열과 정보력을 발휘, 아들을 학력고사 전국 수석에, 서울의대 수석합격의 영광을 거머쥔 의사로 키워냈다. 남편에 이어 아들까지, 2대째 의사를 만들었다는 자부심으로 똘똘, 그 여세를 몰아 3대째 의사 가문을 만드는 것이 소원이다."
SKY 캐슬,최인호,"‘천년 묵은 거북이’가 별명이다. 주남대 병원을 빅3에 들게 하겠다는 비전을 제시하며 병원장 자리에 올라놓고 인술을 펼치는 의사라서 황치영을 스카우트했노라 공언할 정도로 알쏭달쏭, 그 복심, 꿍심을 짐작하기 어려운 정치 9단의 노회한 의사다."
SKY 캐슬,이명주,전업주부. 빈틈없는 플랜과 조력으로 외아들 영재를 서울의대에 합격시켜 3대째 의사 가문의 위업을 달성해낸 여자다. 덕분에 스카이 캐슬 귀부인들 사이에서는 여왕보다 더 부러운 워너비맘이다.
SKY 캐슬,조선생,김주영의 비서.
SKY 캐슬,강예서,"한서진과 강준상의 큰딸, 신아고 학생. 아버지의 명석한 두뇌에 엄마의 야망을 유전자로 받아 공부에 있어서는 항상 에너지가 넘치는 우등생. 1등을 하지 않으면, 잠도 잘 못 자는 근성의 소유자다. 덕분에 ‘재수 없이 잘난 애’로 통해 친구들 사이에선 은근 시기의 눈총을 받지만 전혀 아랑곳하지 않는다. 명문 신아고등학교에 수석 입학해 엄마를 스카이 캐슬의 워너비맘으로 등극시킨, 엄마 마음에는 차고도 넘치는 자랑스러운 딸이니까."
SKY 캐슬,강예빈,"한서진과 강준상의 둘째 딸, 중학생. 명석한 두뇌는 예서 못지않으나 성취욕보다는 반골 기질이 앞선다. 시도 때도 없이 툭툭 욕설을 내뱉고 시선도 늘 삐뚜름, 어른들 말씀에는 무조건 “왜요?” 토부터 달고 보는 반항아다. 남다른 개성에 창의력도 뛰어나지만 정말 미운 오리 새끼로 취급받는 중. 공부가 젤 중요한 엄마에 잘난 척 대마왕 언니 대한민국 최고의 상류층이라는 자부심과 허위의식으로 똘똘 뭉친 스카이 캐슬 어른들이 역겨워 구토 나올 지경이다."
SKY 캐슬,황우주,"이수임과 황치영의 아들, 신아고 학생. 조기교육도 고액과외도 없이 컸지만 타고난 총명함과 서글서글한 친화력으로 공부도 교우 관계도 1등. ‘만찢남’ 별명답게 훤칠한 외모에 다정다감한 성격까지! 어딜 가나 인기 짱인 아이돌급 엄친아다. 나이보다 사려 깊고 속 깊은 건, 한창 어리광을 부려야 할 미운 일곱 살 때부터 1년간, 아픈 엄마의 병실에서 살았기 때문이다."
SKY 캐슬,차서준,"신아고 학생, 노승혜와 차민혁의 쌍둥이 첫째. 순정만화 주인공처럼 예쁘게 생겼다. 성격 또한 순한 여자애 같다. 싸우는 거 싫어하고 경쟁하는 건 더더욱 싫어한다. 차라리 져주고 마는 게 속 편한 스타일. 우유부단하고 답답하단 아빠의 질책에 늘 주눅 들어 있지만, 신중하고 사려 깊은 거라며 편들어주는 엄마와는 각별한 사이."
SKY 캐슬,차기준,"노승혜와 차민혁의 쌍둥이 중 둘째. 범죄 스릴러 영화의 주인공처럼 시크하고 마초적이다. 성격 또한 무지 차갑다. 최상위권 성적이 믿어지지 않을 만큼 행동도 외모도 일진스럽다. 아빠를 닮아 지고는 못 사는 근성, 승부욕이 남다르다. 물론 형보다 머리가 좋다. 순종적인 형과는 달리 반항기가 있어 아빠한테 수시로 욱하지만 일단은 참고 있다."
SKY 캐슬,우수한,"중학생, 진진희와 우양우의 아들. 엄마의 호들갑스런, 지나친 사랑 때문인지 또래에 비해 근수가 푸짐하다. 그 덩치에 겁도 많고 자신감도 없다. 의욕도 제로, 성적도 바닥. 물론 초등학교 때야 곧잘 했지만 난 뭘 해도 안 되는 재수 없는 놈이란 생각이 뿌리 깊다. 열네 살, 팔팔 뛸 나이에 죽을 날 받아놓은 노인네 같으니 엄마 진진희만 팔팔 뛰다 죽을 노릇이다."
SKY 캐슬,김혜나,"예서의 라이벌, 신아고 학생. 예서와 전교 1, 2등을 다투는 라이벌. 예서 못지않게 뛰어난 두뇌와 성취욕을 지녔지만 그야말로 바닥도 보이지 않는 흙수저 출신이다. 아버지가 누군지도 모르는 미혼모의 딸인 데다 피붙이라고는 하나뿐인 엄마마저도 오랜 기간 병치레 중. 지옥 같은 가난과 멸시 속에서 살아남는 법을 일찌감치 체득해 중1 때 전교 일등 성적표를 들고 명문입시학원을 찾아가 무료 수강권을 받아냈을 만큼 영악하고 영특한 아이다."
SKY 캐슬,박수창,"이명주의 남편. 한서진의 남편인 강준상과는 서울의대 선후배 사이. 주남대 출신이 판을 치는 주남대에서 강준상이 유일하게 믿고 따르던 선배였다. 아들 영재의 서울의대 합격으로 완벽한 성공을 이루는 듯 했으나, 주남대 병원과 스카이 캐슬에서 자취를 감추는 쓸쓸한 아버지."
SKY 캐슬,박영재,"이명주와 박수창의 외아들, 서울의대 신입생. 아들 교육에 사력을 다한 엄마의 노고에 보답이라도 하듯 떡하니 서울 의대에 합격해 엄마, 이명주를 최고의 자리에 올려놓는다."
SKY 캐슬,이충선,주남대학병원 교수 강준상과 우양우의 후배.
SKY 캐슬,차세리,노승혜와 차민혁의 자랑인 큰딸.
SKY 캐슬,케이,김주영의 딸. 교통사고로 인해 뇌 손상을 입고 정신 장애를 앓고 있는 인물.
고백부부,마진주,"독박육아에 지쳐, 자존감이 살짝 떨어진, 서른여덟의 애 엄마. 한시도 눈을 뗄 수 없는 2살 난 아들 서진이 때문에 오늘도 씻지도 못한 채, 엉망진창이다. 그런 그녀도 한때는, 과 수석으로 입학해 높은 학점으로 친구들의 기대를 한 몸에 받고 살짝 결벽증까지 있던 깍쟁이 엘리트였다."
고백부부,최반도,"‘자존심 빼면 시체’인 열혈 상남자였다! 일명 단무지! (단순, 무식, 지랄) 까마득한 대학 시절엔... 그러나 현재는 그 지랄 맞던 성깔과 자존심은 개나 준 지 이미 오래. 눈치코치 하나로 가정을 먹여 살리는 제약회사 영업사원, 그냥 별 볼 일 없는 가장이다."
고백부부,안재우,"2017년... LG트윈스 응원단상을 지키는 노장의 노총각 응원단장. 자칭 ‘응원요정’! 1999년... 반도·재우와 토목과 세 얼간이. 비실비실한 체력에 늘 보약을 달고 다니며, 라디오 듣기를 좋아한다. 어딘가 소심하고 잘 삐치기도 하지만 끝내 할 말은 하고 마는 성격이다."
고백부부,윤보름,2017년... 남편을 죽이고 싶어 하는 대한민국 천이백만 주부들을 대변하는 노처녀 에어로빅 강사. 1999년... 진주의 절친한 친구. 시원한 말투와 화끈한 성격의 소유자. “누가 자꾸 여자 여자 거려?! 거기서 여자가 왜 나와?”라고 버럭 할 만큼 남녀평등에 앞장서는 90년대 신여성의 대명사!
고백부부,정남길,"2017년... 대한민국을 한국사의 세계로 빠지게 만든 장본인, 매출 600억대의 스타 한국사 강사다. 실시간 검색 1위, 대한민국 아줌마들의 로망이자 젠틀한 싱글남! 1999년... 한국대 여대생들의 제복 판타지를 충족시켜주는 ROTC! 학벌, 집안, 외모 모든 게 빈틈없이 완벽해 보이지만, 본인은 자신의 모든 게 마음에 안 든다."
고백부부,민서영,"그녀가 무용실에 떴다 하면 시간표를 어떻게 알았는지, 무용 강의실을 스쳐 지나가는 남자가 있다. 반도다! 고백은 못 하고 자신의 주변에서 빙빙 돌고 있는 저 순진무구한 노랭이. 그런데! 말 한번 못 걸던 그가 어느 날 갑자기, 능구렁이처럼 다가왔다!"
고백부부,고독재,"2017년... ‘남자는 철 들면 죽는다’는 신념으로, 서른여덟 동안 철딱서니는 밥 말아 먹고 와이프와 여자친구를 두루 갖춘 영화사 제작 피디. 1999년... 반도·재우와 토목과 세 얼간이. 가는 곳마다 사건을 불러일으키고 어딘가 덜 떨어진 듯 나사 하나가 빠져있지만.. 얘, 생긴 거랑 다르게 금수저다!"
고백부부,천설,"2017년... 연락 두절. 1999년... 진주·보름의 절친한 친구이자, 보름의 기숙사 룸메이트. 뱅뱅이 안경을 낀 범생이 같은 외모에다 조용한 말투를 지녔으나, 진주 덕에 배운 알코올로, 자신에게 매우 아찔한(?) 주사가 있다는 걸 알게 됐다."
고백부부,고은숙,"진주의 엄마이자 판석의 1살 연상 아내. 매일 싸우는 은주, 진주 자매에, 누가 연하남 아니랄까 봐 철없는 남편까지, 애를 셋이나 키우고 있는 이 집의 유일한 어른이자 실세. 99년 현재, 신장염으로 투석 치료 중이며 10년 뒤 일어날 자신의 죽음을 전혀 모르고 있다. 그런데 어느 날부턴가 둘째 딸 진주가 이상하다!"
고백부부,마판석,"진주의 아빠이자 은숙의 연하 남편. 한국 극장 직원. 아들 없이 여자만 셋인 집에서 ‘걱정’을 담당하고 있는 걱정맨. 딸딸이 아빠답게 “세상의 남자는 다 상놈이야!”라고 외치며, 딸이 데려오는 남자들은 오디션을 10차까지 볼 거라 말해놓고는 정작 딸들 눈치만 보며 몰래 일기장이나 훔쳐보는 게 일상이다."
고백부부,마은주,"진주의 1살 터울 언니. 21살답게 철없고, 꾸미기 좋아하고, 미팅을 좋아하는 영락없는 여대생."
고백부부,최기일,"반도의 아빠. 반도와 데칼코마니처럼 닮은 구석이 있다. 대한민국 전형적인 가부장적인 아버지의 대명사. 멸치 액젓과 까나리 액젓을 구분하며 아내에게 김치 투정(?)까지 하는 한편, 통장과 가계부는 손수 정리하는 다소 좀스러운 최가네 가장."
고백부부,강경숙,반도의 엄마. 시어머니보다 까다로운 남편을 모시고 사는 평범한 이 시대의 엄마. 그런데 갑자기 아들놈이 미래에서 왔단다. ‘아이고 내 팔자야..’ 오늘도 참을 인을 쓴다.
고백부부,최자연,"아들을 하나 둔, 반도의 6살 터울 누나."
고백부부,서진,진주반도의 보물 1호 서진이.
고백부부,박현석,"2017년, 반도가 영업하는 예림소아과 병원장. 갖은 방법으로 영업사원들을 괴롭히는 것도 모자라, 내연녀 관리까지 시키는 최악의 병원장. 과거로 돌아가 보니, 제 버릇 개 못 준다고 여전히 똑같은 짓을 하고 있다."
고백부부,김예림,"상당히 부잣집 딸이나, 안타까운 외모의 소유자."
공주의 남자,김승유,"조선의 로미오. 왕을 능가하는 권력가 김종서의 막내아들이라는 배경, 미려한 외모와 강인한 신체조건, 타고난 지적 능력, 명문가답게 습관에 밴 학문적 태도와 집중력, 자신을 사랑할 줄 아는 높은 자존감, 사내답게 놀 줄 아는 담대한 배포 등 한마디로 자타공인, 시대의 진정한 귀공자이다."
공주의 남자,이세령,"조선의 줄리엣. 수양대군의 장녀. 왕가의 혈통을 지닌 조선여인이라면 마땅히 기대되는 단정함, 차분함, 얌전함 따위와는 거리가 먼 귀여운 선머슴! 조선보다는 오히려 고려여인에 가까운 풋풋한 말괄량이. 호기심 많고 대담하기까지 한 성품 탓에 하고 싶은 건 꼭 해봐야 직성이 풀린다."
공주의 남자,경혜공주,"비운의 왕녀. 현덕왕후 권씨에게서 태어난 문종의 장녀. 조선 제일의 미색이라 불릴만큼 아름답고 화려한 외모로 명성이 자자하다. 일찍이 어머니를 여읜 탓에 문종의 사랑을 듬뿍 받고 자라 철도 없고, 도도하고, 안하무인에 오만방자하기까지 하다. 사촌동생인 세령이 가깝게 지내는 유일한 벗이였으나 승유를 사이에 두고 절친했던 두 사람은 돌이킬 수 없는 관계가 된다."
공주의 남자,신면,조선 최고의 지성 신숙주의 둘째 아들. 현재 한성부 판관으로 도성 내의 치안을 담당하는 중간 관리. 죽마고우인 김승유와는 학문과 무예 등 모든 면에서 선의의 경쟁자였다. 어디가나 각광을 받는 승유에게 은밀한 열등감을 가지고 있는 신면은 세상에 제 이름을 크게 드날리고 싶은 욕망을 감추고 있다.
공주의 남자,정종,"승유와 신면의 절친한 벗. 몰락한 가세와 지병이 심한 어머니 탓에 자모전가(사채업자)를 들락거릴 정도로 궁색한 처지이지만 결코 웃음을 잃지 않는 호인 중의 호인. 김승유와 신면, 개성 넘치는 두 친구를 보듬는 넓은 아량의 소유자. 자신의 의지와는 상관없이 정치적 이해타산에 따라 부마도위로 간택되어 경혜공주와 혼인하게 되지만 경혜를 누구보다 아끼고 사랑한다."
공주의 남자,김종서,대호(大虎)로 불릴 정도로 엄한 최고의 권력자. 불사이군(不事二君)한 만고충신(萬古忠臣)의 길을 걷다보니 저절로 얻게 된 권력으로 '금상위의 좌상'이라 불린다. 세종 때부터 시작된 충정으로 단종 역시 보필하려하나 왕좌를 얻기 위해서라면 거리낄 것이 없었던 수양대군에 의해 계유정난의 밤 철퇴를 맞고 쓰러진다.
공주의 남자,수양대군,"고통은 나눌 수 있지만 권력은 나눌 수 없다는 마키아벨리의 화신. 유비의 덕과 조조의 교활함을 동시에 지닌 매력적인 인물인 동시에 평정심 속에 잔인함을 갖춘 야누스적인 인물이기도 하다. 제 욕망을 쉽게 드러내지 않고 차근차근 목표를 향해 나아가는 주도면밀함. 달려야 할 때와 멈출 때, 드러내야 할 때와 숨을 때를 정확히 아는 승부사. 하지만 때때로 욕망실현을 위해 윤리나 도덕의 한계를 과감히 벗어나버리는 정신적 패륜아의 속성도 엿보인다."
공주의 남자,이개,"승유와 신면, 정종 세 친구의 하늘같은 스승. 사육신 사건으로 장렬히 최후를 맞는다."
공주의 남자,김승규,김종서의 장자이자 승유의 큰 형. 계유정난 당시 끝까지 아버지를 지키려다 함귀 무리에 의해 죽는다.
공주의 남자,김아강,김승규의 외동딸.
공주의 남자,안평대군,"수양대군의 동생. 시, 서, 화를 사랑한 예술적 기질의 왕족. 문종 사후, 김종서와 함께 수양대군을 견제하다가 계유정난 당시 유배되어 사사 당한다."
공주의 남자,윤씨부인,"수양대군의 부인. 남편 못지 않은 욕망의 소유자였으나 왕위를 지키려는 남편 수양이 점점 잔혹해지면서 자식들이 아프거나, 죽거나, 떠나는 모습에 남편에게서 돌아선다."
공주의 남자,여리,세령의 몸종. 끝까지 세령과 함께 하며 온갖 고초를 겪는다.
공주의 남자,세정,"수양대군의 차녀, 훗날의 의숙공주. 질투심 강하고 눈치도 빠르다."
공주의 남자,문종,조선 제 5대 임금. 세종의 장자이자 수양대군의 형. 무려 29년간 세자로 세종을 보필했으나 즉위 3년 만에 승하한 불운의 임금. 어린 세자(단종)을 무사히 보위에 올리기 위해 김종서와 혈맹을 맺고 수양대군의 야심을 견제하려한다.
공주의 남자,단종,조선 제 6대 임금. 어쩌면 조선 최대의 성군이 될 수도 있었던 슬픈 미완성의 왕.
공주의 남자,은금,경혜공주의 몸종. 경혜공주가 몰락한 후에도 끝까지 곁을 지킨다.
공주의 남자,권람,예조정랑. 조급한 성품.
공주의 남자,온녕군,태종 이방원의 서자. 항렬상으로 수양의 숙부이며 종친 중에서 친 수양세력의 핵심.
공주의 남자,민신,병조판서. 계유정난 당시 한명회의 살생부에 올라 참살 당한다.
공주의 남자,전균,대전 내관. 수양대군의 왕위 찬탈을 도우며 권력형 내시가 된다.
공주의 남자,함귀,청풍관의 행동대장. 한명회의 밑에서 더러운 일은 다 도맡아한다.
공주의 남자,칠갑,청풍관 왈패. 행동보다 말이 앞선다.
공주의 남자,막손,청풍관 왈패. 말보다 행동이 앞선다.
공주의 남자,신숙주,집현전 직제학. 어쩌면 수양대군에게 줄을 설 명분이 필요했던 신숙주는 수양이 내민 손을 잡고 우아하게 줄을 갈아탄다. 살아남겠다는데 무슨 명분이 필요한가.
공주의 남자,한명회,4대문 안 최고의 왈자패 소굴 청풍관의 드러나지 않은 실세. 명문가의 혈통으로 태어났으나 곱지 않은 외모와 축복받지 못한 탄생으로 세상에 등을 돌리고 어둠의 자식이 되었다.
공주의 남자,매향,청풍관 행수.
공주의 남자,임운,수양대군의 그림자이자 가장 신뢰하는 충복.
공주의 남자,조극관,형조판서. 계유정난 당시 한명회의 살생부에 올라 참살 당한다.
공주의 남자,류씨부인,김승규의 처. 승유의 형수.
공주의 남자,송자번,신면의 충복이자 행동대장. 걸어 다니는 살인병기.
공주의 남자,문내관,단종을 세자때 부터 보필했던 내관으로 마지막 순간까지 단종의 힘이 되어 준다.
공주의 남자,금성대군,"수양대군의 동생. 안평대군이 죽은 후 형 수양에게 맞서다 순흥에 유배된다. 승유, 정종과 단종복위를 위해 거사를 계획, 내부 고변으로 실패한 뒤 사사 당한다."
공주의 남자,조석주,마포나루의 유곽 빙옥관의 두목. 공칠구의 모략으로 지옥의 섬으로 끌려 가던 중 배에서 승유와 만나 이후 생사고락을 함께 한다. 승유의 정체를 알고 나서도 저버리지 않는 사내 중의 사내이자 승유의 의지가 되어주는 차돌 같은 남자.
공주의 남자,전노걸,스스로를 고려 왕족의 후예라고 우기며 자신을 ‘왕노걸’이라 소개하는 허풍쟁이. 승유와 조석주가 도모하는 새 조직의 일원이 된다.
공주의 남자,공칠구,"조직의 2인자였으나, 조석주를 모함해 유배를 보내고 조직을 가로챈 왈패. 조석주와 승유를 끝까지 괴롭히는 비열한 인물."
공주의 남자,초희,"유곽 빙옥관을 경영하는 수완가. 얼음선녀라는 별명을 가진, 기생들의 행수. 조석주와 불같은 사랑을 나눈다."
공주의 남자,소앵,빙옥관 막내 기생.
공주의 남자,무영,빙옥관의 아리따운 검객.
"괜찮아, 사랑이야",장재열,"서른 초반. 침대에서 자지 못하고, 몇몇 색깔에 집착하는 강박증이 있지만, 사회생활엔 전혀 무리 없다."
"괜찮아, 사랑이야",지해수,"서른 초반, 대학병원 정신과 펠로우 1년 차. 쿨하고, 시크하고, 뻑하면 화를 내, 동료들에겐 위험한 의사로 통한다."
"괜찮아, 사랑이야",조동민,"40대 초반, 정신과 개업의. 해수의 첫사랑. 해수가 다니는 대학병원의 정신과의사인 이영진과 결혼해 3개월 살고 성격차이로 이혼했다."
"괜찮아, 사랑이야",박수광,"20대 후반, 투렛 증후군 환자. 긍정적인 성격에, 시크한 매력이 꿈이다. 그의 투렛 증후군은 7살 때 처음 발병이 되었다."
"괜찮아, 사랑이야",이영진,"40대 초반, 조동민 전처. 따뜻하고, 남의 말 잘 들어주고, 객관성보다는 공감이 우선되어 환자를 치료해야 한다고 생각하는 모범 정신과의사다."
"괜찮아, 사랑이야",오소녀,"누가 봐도 문제 학생이다. 뻑하면 학교 안 가고, 애들 삥 뜯고, 그러다 전학생을 몇 대 줘 패버렸는데, 그 일로 학교를 퇴학당했다."
